userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,time_rel_sec,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,potential_score,path,move_prob,path_prob,path_number,board_state,position,path_after,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action,solution
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,22648,1,22.648,1.182428182,17,27.32553855,23.22222222,68,1.182428182,0,[],0.008463339,0.008463339,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",6_2,"[[6, 2, 1]]",22.627,0,,1,1,TRUE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,reset,1.59E+12,33219,1,33.219,1.182428182,,,,,-1.182428182,0,"[[6, 2, 1]]",0.008463339,7.16E-05,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[6, 2, 1]]",10.571,10.571,click,,1,,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,34344,1,34.344,23.22222222,1,27.32553855,23.22222222,68,23.22222222,100,[],0.166212542,0.166212542,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[1, 8, 1]]",1.125,11.696,reset,2,1,TRUE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,38637,2,38.637,10,0,10,-100,67,-33.22222222,24.74957483,"[[1, 8, 1]]",1,0.166212542,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 1, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[1, 8, 1], [1, 9, 2]]",4.293,4.293,click,3,2,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,43460,1,43.46,0.0625,33,24.74957483,22.11111111,66,10.0625,0,"[[1, 8, 1], [1, 9, 2]]",0.000670022,0.000111366,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_9,"[[1, 8, 1], [1, 9, 2], [0, 9, 1]]",4.823,4.823,click,4,3,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,reset,1.59E+12,46519,1,46.519,0.0625,,,,,-0.0625,0,"[[1, 8, 1], [1, 9, 2], [0, 9, 1]]",0.000670022,7.46E-08,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 1], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[1, 8, 1], [1, 9, 2], [0, 9, 1]]",3.059,3.059,click,,3,,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,55450,1,55.45,0,37,27.32553855,23.22222222,68,0,0,[],1.43E-07,1.43E-07,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",9_4,"[[9, 4, 1]]",8.931,11.99,reset,5,1,TRUE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,58224,2,58.224,21.17361111,2,43.45442318,24.38424271,67,-21.17361111,10,"[[9, 4, 1]]",0.169227486,2.42E-08,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 0, 0]]",9_8,"[[9, 4, 1], [9, 8, 2]]",2.774,2.774,click,6,2,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,59121,1,59.121,10,0,10,-100,66,31.17361111,0,"[[9, 4, 1], [9, 8, 2]]",1,2.42E-08,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 0]]",9_9,"[[9, 4, 1], [9, 8, 2], [9, 9, 1]]",0.897,0.897,click,7,3,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,61408,2,61.408,0,35,43.45442318,24.38424271,65,-10,27.32553855,"[[9, 4, 1], [9, 8, 2], [9, 9, 1]]",1.90E-07,4.60E-15,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 1]]",8_3,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2]]",2.287,2.287,click,8,4,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,66080,1,66.08,0.717040816,29,27.32553855,23.22222222,64,0.717040816,0,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2]]",0.004948383,2.28E-17,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 1]]",7_2,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2], [7, 2, 1]]",4.672,4.672,click,9,5,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,reset,1.59E+12,67065,1,67.065,0.717040816,,,,,-0.717040816,0,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2], [7, 2, 1]]",0.004948383,1.13E-19,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 1]]",,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2], [7, 2, 1]]",0.985,0.985,click,,5,,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,71060,1,71.06,23.22222222,1,27.32553855,23.22222222,68,23.22222222,100,[],0.166212542,0.166212542,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[1, 9, 1]]",3.995,4.98,reset,10,1,TRUE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,72886,2,72.886,10,0,10,-100,67,-33.22222222,44.38282927,"[[1, 9, 1]]",1,0.166212542,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[1, 9, 1], [1, 8, 2]]",1.826,1.826,click,11,2,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,76896,1,76.896,1.553333333,9,44.38282927,22.11111111,66,11.55333333,0,"[[1, 9, 1], [1, 8, 2]]",0.014171051,0.002355406,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",2_9,"[[1, 9, 1], [1, 8, 2], [2, 9, 1]]",4.01,4.01,click,12,3,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,81130,2,81.13,0,35,100,100,65,-1.553333333,100,"[[1, 9, 1], [1, 8, 2], [2, 9, 1]]",6.70E-08,1.58E-10,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_9,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",4.234,4.234,click,13,4,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,82572,1,82.572,100,0,100,22.11111111,64,100,100,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",0.596986036,9.42E-11,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_9,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1]]",1.442,1.442,click,14,5,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,84355,2,84.355,-100,0,-100,-100,63,0,100,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1]]",0.015873016,1.49E-12,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",5_9,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1], [5, 9, 2]]",1.783,1.783,click,15,6,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,click,1.59E+12,90971,1,90.971,100,0,100,9.351504112,62,0,0,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1], [5, 9, 2]]",0.700598933,1.05E-12,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_5,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1], [5, 9, 2], [0, 5, 1]]",6.616,6.616,click,16,7,FALSE,1.59E+12,j9
10488,10_easy_full,10,easy,full,solvedCorrect,reset,1.59E+12,145447,1,145.447,100,,,,,-100,0,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1], [5, 9, 2], [0, 5, 1]]",0.700598933,7.34E-13,4,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [4, 9, 1], [5, 9, 2], [0, 5, 1]]",54.476,54.476,click,,7,,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,26092,1,26.092,22.11111111,3,27.32553855,23.22222222,68,22.11111111,100,[],0.158259796,0.158259796,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_5,"[[0, 5, 1]]",26.049,0,,1,1,TRUE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,27582,2,27.582,10,0,10,-100,67,-32.11111111,23.22222222,"[[0, 5, 1]]",1,0.158259796,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_9,"[[0, 5, 1], [4, 9, 2]]",1.49,1.49,click,2,2,FALSE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,37087,1,37.087,23.22222222,0,23.22222222,21,66,33.22222222,100,"[[0, 5, 1], [4, 9, 2]]",0.268782545,0.042537471,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[0, 5, 1], [4, 9, 2], [1, 8, 1]]",9.505,9.505,click,3,3,FALSE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,37519,2,37.519,10,0,10,-100,65,-33.22222222,5.74844101,"[[0, 5, 1], [4, 9, 2], [1, 8, 1]]",1,0.042537471,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 1, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2]]",0.432,0.432,click,4,4,FALSE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,42062,1,42.062,0,32,5.74844101,4.78859548,64,10,0,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2]]",4.45E-07,1.89E-08,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_9,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [0, 9, 1]]",4.543,4.543,click,5,5,FALSE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,reset,1.59E+12,47565,1,47.565,0,,,,,0,0,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [0, 9, 1]]",4.45E-07,8.43E-15,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 1], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [0, 9, 1]]",5.503,5.503,click,,5,,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,54607,1,54.607,1.182428182,17,27.32553855,23.22222222,68,1.182428182,0,[],0.008463339,0.008463339,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",6_2,"[[6, 2, 1]]",7.042,12.545,reset,6,1,TRUE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,57131,2,57.131,0,34,100,100,67,-1.182428182,27.32553855,"[[6, 2, 1]]",6.70E-08,5.67E-10,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",6_3,"[[6, 2, 1], [6, 3, 2]]",2.524,2.524,click,7,2,FALSE,1.59E+12,j9
422893,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,63734,1,63.734,0.837040816,25,27.32553855,23.22222222,66,0.837040816,0,"[[6, 2, 1], [6, 3, 2]]",0.005820798,3.30E-12,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 2, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",5_3,"[[6, 2, 1], [6, 3, 2], [5, 3, 1]]",6.603,6.603,click,8,3,FALSE,1.59E+12,j9
