userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,time_rel_sec,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,potential_score,path,move_prob,path_prob,path_number,board_state,position,path_after,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action,solution
589132,10_easy_full,10,easy,full,validatedCorrect,reset,1.59E+12,280104,1,280.104,1.574263039,,,,,-1.574263039,0,"[[4, 7, 1], [5, 6, 2], [5, 8, 1]]",0.011580967,3.22E-09,5,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 1, 0, 0], [1, 0, 0, 0, 0, 0, 2, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[4, 7, 1], [5, 6, 2], [5, 8, 1]]",1.898,1.898,click,,3,,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,296230,1,296.23,27.32553855,0,27.32553855,23.22222222,68,27.32553855,100,[],0.195581913,0.195581913,6,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_9,"[[4, 9, 1]]",16.126,18.024,reset,32,1,TRUE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,298422,2,298.422,10,0,10,-100,67,-37.32553855,39.5,"[[4, 9, 1]]",1,0.195581913,6,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_5,"[[4, 9, 1], [0, 5, 2]]",2.192,2.192,click,33,2,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,302615,1,302.615,39.5,0,39.5,23.22222222,66,49.5,100,"[[4, 9, 1], [0, 5, 2]]",0.34225486,0.06693886,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",4.193,4.193,click,34,3,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,304295,2,304.295,10,0,10,-100,65,-49.5,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",1,0.06693886,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2]]",1.68,1.68,click,35,4,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,306358,1,306.358,100,0,100,32.08969482,64,110,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2]]",0.507877265,0.033996725,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",2_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",2.063,2.063,click,36,5,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,309591,2,309.591,-100,0,-100,-100,63,0,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",0.015873016,0.000539631,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",3.233,3.233,click,37,6,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,318222,1,318.222,100,0,100,9.351504112,62,0,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",0.699017686,0.000377211,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",5_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",8.631,8.631,click,38,7,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,reset,1.59E+12,352215,1,352.215,100,,,,,0,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",0.699017686,0.000263677,6,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 2], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",33.993,33.993,click,,7,,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,355757,1,355.757,27.32553855,0,27.32553855,23.22222222,68,27.32553855,100,[],0.195581913,0.195581913,7,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_9,"[[4, 9, 1]]",3.542,37.535,reset,39,1,TRUE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,357437,2,357.437,10,0,10,-100,67,-37.32553855,39.5,"[[4, 9, 1]]",1,0.195581913,7,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_5,"[[4, 9, 1], [0, 5, 2]]",1.68,1.68,click,40,2,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,361613,1,361.613,39.5,0,39.5,23.22222222,66,49.5,100,"[[4, 9, 1], [0, 5, 2]]",0.34225486,0.06693886,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",4.176,4.176,click,41,3,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,363949,2,363.949,10,0,10,-100,65,-49.5,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",1,0.06693886,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2]]",2.336,2.336,click,42,4,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,366469,1,366.469,100,0,100,32.08969482,64,110,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2]]",0.507877265,0.033996725,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",2_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",2.52,2.52,click,43,5,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,368237,2,368.237,-100,0,-100,-100,63,0,100,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",0.015873016,0.000539631,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",5_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2]]",1.768,1.768,click,44,6,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,370334,1,370.334,100,0,100,9.351504112,62,0,0,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2]]",0.701144735,0.000378359,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_9,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",2.097,2.097,click,45,7,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,reset,1.59E+12,384200,1,384.2,100,,,,,-100,0,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",0.701144735,0.000265285,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 1], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",13.866,13.866,click,,7,,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,386989,1,386.989,23.22222222,1,27.32553855,23.22222222,68,23.22222222,100,[],0.166212542,0.166212542,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_9,"[[1, 9, 1]]",2.789,16.655,reset,46,1,TRUE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,387789,2,387.789,10,0,10,-100,67,-33.22222222,44.38282927,"[[1, 9, 1]]",1,0.166212542,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",1_8,"[[1, 9, 1], [1, 8, 2]]",0.8,0.8,click,47,2,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,391389,1,391.389,44.38282927,0,44.38282927,22.11111111,66,54.38282927,100,"[[1, 9, 1], [1, 8, 2]]",0.404899261,0.067299336,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_9,"[[1, 9, 1], [1, 8, 2], [4, 9, 1]]",3.6,3.6,click,48,3,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,393221,2,393.221,10,0,10,-100,65,-54.38282927,100,"[[1, 9, 1], [1, 8, 2], [4, 9, 1]]",1,0.067299336,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",0_5,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",1.832,1.832,click,49,4,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,click,1.59E+12,394685,1,394.685,100,0,100,32.08969482,64,110,100,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",0.507877265,0.034179802,8,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",2_9,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",1.464,1.464,click,50,5,FALSE,1.59E+12,j6
589132,10_easy_full,10,easy,full,validatedCorrect,reset,1.59E+12,431729,1,431.729,100,,,,,0,100,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",0.507877265,0.017359145,8,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",37.044,37.044,click,,5,,1.59E+12,j6
717265,10_easy_full,10,easy,full,wrong,click,1.59E+12,13755,1,13.755,1.982984207,10,27.32553855,23.22222222,68,1.982984207,0,[],0.014193297,0.014193297,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",4_4,"[[4, 4, 1]]",13.734,0,,1,1,TRUE,1.59E+12,
717265,10_easy_full,10,easy,full,wrong,click,1.59E+12,15622,2,15.622,1.300470522,12,100,100,67,-3.283454729,27.32553855,"[[4, 4, 1]]",0.004783876,6.79E-05,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",5_4,"[[4, 4, 1], [5, 4, 2]]",1.867,1.867,click,2,2,FALSE,1.59E+12,
717265,10_easy_full,10,easy,full,wrong,click,1.59E+12,16449,1,16.449,1.854973064,7,27.32553855,23.22222222,66,3.155443586,0,"[[4, 4, 1], [5, 4, 2]]",0.014791606,1.00E-06,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",6_3,"[[4, 4, 1], [5, 4, 2], [6, 3, 1]]",0.827,0.827,click,3,3,FALSE,1.59E+12,
717265,10_easy_full,10,easy,full,wrong,click,1.59E+12,17211,2,17.211,2.972356365,5,100,100,65,-4.827329429,27.32553855,"[[4, 4, 1], [5, 4, 2], [6, 3, 1]]",0.010822489,1.09E-08,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",6_4,"[[4, 4, 1], [5, 4, 2], [6, 3, 1], [6, 4, 2]]",0.762,0.762,click,4,4,FALSE,1.59E+12,
717265,10_easy_full,10,easy,full,wrong,click,1.59E+12,18001,1,18.001,2.634212018,7,27.32553855,23.22222222,64,5.606568383,0,"[[4, 4, 1], [5, 4, 2], [6, 3, 1], [6, 4, 2]]",0.020265233,2.20E-10,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 1, 2, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",7_4,"[[4, 4, 1], [5, 4, 2], [6, 3, 1], [6, 4, 2], [7, 4, 1]]",0.79,0.79,click,5,5,FALSE,1.59E+12,
